UNITID,F1A13_10,F1A18_10,F1B25_10,F1A13_11,F1A18_11,F1B25_11
184135,,,,,,
184144,,,,,,
184153,,,,,,
184180,12077653,74164406,69065954,10467143,81607554,72449270
184205,3884657,52451116,32580669,5342000,53633182,34128081
184269,,,,,,
184278,,,,,,
184320,,,,,,
184348,,,,,,
184357,,,,,,
184427,,,,,,
184481,19500114,126611436,121722105,18919842,131518457,121179066
184506,,,,,,
184603,,,,,,
184612,,,,,,
184694,,,,,,
184746,,,,,,
184773,,,,,,
184782,409919973,172741633,240847337,550009387,181397981,251299165
184791,9000716,43694410,45290638,13286518,44534428,45768542
184816,,,,,,
184870,,,,,,
184959,,,,,,
184968,,,,,,
184995,10126869,92550016,68932773,9499196,109996184,78626022
185129,138998412,97696097,138740640,167222076,96975120,141339023
185174,,,,,,
185262,369592390,165036052,220811483,383097265,179083581,236339122
185332,,,,,,
185396,,,,,,
185466,,,,,,
185509,11517087,56373909,94210034,12439125,56668746,71634060
185536,19138323,87374335,116906207,21248910,93844148,115589453
185572,,,,,,
185590,428065000,298590000,318703000,418550000,320441000,331999000
185624,,,,,,
185651,,,,,,
185679,,,,,,
185721,,,,,,
185730,,,,,,
185758,,,,,,
185767,,,,,,
185828,201785000,192099000,250050000,216574000,211204000,271678000
185873,24931295,71554752,81425431,26723111,80040510,80592357
185916,,,,,,
185970,,,,,,
186016,,,,,,
186034,7771016,58893901,62390062,9511650,59374691,63880028
186052,,,,,,
186122,,,,,,
186131,,,,,,
186186,,,,,,
186201,277975000,73831000,138002000,261734000,103257000,143567000
186274,,,,,,
186283,,,,,,
186335,,,,,,
186371,,,,,,
186380,1066870000,2426600000,1892955000,1454490000,2636769000,2012609000
186399,,,,,,
186405,,,,,,
186423,,,,,,
186432,,,,,,
186469,1052060,17247630,14733787,1073403,16444072,14870170
186584,,,,,,
186593,,,,,,
186618,,,,,,
186645,9624382,67033503,54458644,9257633,63989781,52436547
186867,,,,,,
186876,292407978,156793825,153097037,287353517,161425983,160896269
186900,,,,,,
187000,,,,,,
187046,14493750,48202142,51824458,14898453,47067820,53217144
187134,423536000,332001000,191461000,418477000,341041000,199660000
187161,,,,,,
187198,27661817,98835621,133912392,27619210,97200500,85721983
187222,1067578000,483015000,1821381000,1042629000,483483000,1797561000
187444,210366207,261555880,201658982,204873803,274548328,213072021
187505,,,,,,
187532,67407224,224167940,171335697,60180170,232795805,176098151
187596,9055667,21224853,12511583,4345776,22095732,19325466
187602,,,,,,
187620,2530816,51877320,66007554,2126585,51490125,69402835
187639,2838555,27121632,25067498,3023893,29290462,25258838
187648,25129062,89711656,70870357,25569856,101301544,78468205
187666,8027946,49326521,40073983,7800946,51384958,34443839
187745,12595372,52027416,23484765,10536172,52214511,17077861
187897,42924667,72621858,72737378,42079233,72663504,74222457
187903,6535532,73613487,42979846,6412805,76715170,34526235
187912,6747786,384906067,31063721,5932040,459964496,52583926
187958,,,26073095,,,25746485
187967,35167527,232945688,169758815,30805311,235898211,166269077
187976,,,5886215,,,5474539
187985,926504606,1454119219,1736753553,911135509,1542653939,1819196296
187994,1173005,18168944,15696101,710304,18719980,18251444
188003,713984,9583502,14907654,1162328,12334250,17064407
188021,296453,5428107,7450313,198837,6640402,9368660
188030,245310448,436799651,526869026,233318315,469479852,503207883
188049,,,18198253,,,19069815
188058,2517745,28994444,27557342,3011764,29093224,33154943
188100,33054997,72204951,66721570,32109565,73907330,75035460
188137,32072141,76096635,61322373,44073571,77176059,57410489
188146,,,,,,
188182,,,,,,
188207,,,,,,
188216,,,13570372,,,13639215
188225,,,14743888,,,12263241
188261,1061128,19376336,17903052,415026,22599222,13028139
188304,10473369,40619395,43890750,8870608,43270967,39046602
188340,,,,,,
188429,,,,,,
188438,24991812,19843298,31473966,26558486,19427494,32245344
188465,,,,,,
188517,,,,,,
188526,,,,,,
188535,,,,,,
188580,,,,,,
188641,,,,,,
188650,,,,,,
188669,,,,,,
188678,,,,,,
188687,,,,,,
188696,,,,,,
188854,,,,,,
188890,,,,,,
188915,,,,,,
188942,,,,,,
188988,,,,,,
189015,,,,,,
189088,,,,,,
189097,,,,,,
189219,,,,,,
189228,,,,,,
189264,,,,,,
189273,,,,,,
189282,,,,,,
189404,,,,,,
189413,,,,,,
189422,,,,,,
189459,,,,,,
189468,,,,,,
189477,,,,,,
189501,,,,,,
189547,38487670,14899135,60194768,40961134,10690926,53935212
189556,,,,,,
189565,,,,,,
189574,,,,,,
189583,,,,,,
189592,,,,,,
189653,,,,,,
189705,,,,,,
189714,,,,,,
189811,,,,,,
189839,28455586,4182909,50198066,29030681,2988758,54860320
189848,,,,,,
189857,,,,,,
189954,,,,,,
189981,,,,,,
190008,,,,,,
190035,1161127036,74488326,402925754,1485390513,463478821,508355184
190044,,,,,,
190053,17083526,-738943,19138359,20332217,-4016141,19693230
190071,,,,,,
190080,,,,,,
190099,,,,,,
190114,,,,,,
190150,,,,,,
190169,36847864,-6306793,21449988,38447174,-7137862,23129357
190239,,,,,,
190248,,,,,,
190293,,,,,,
190309,,,,,,
190318,,,,,,
190372,,,,,,
190415,,,,,,
190424,,,,,,
190442,32148224,28337883,43541055,33877353,28600077,41524980
190451,,,,,,
190503,,,,,,
190512,422018173,-3064205,242141537,379863264,8245494,254450235
190521,150834234,83372230,245710788,195249046,36222033,267896549
190530,55114534,30808239,138755119,93688610,26876730,154431798
190549,332061445,47808992,231185924,363402140,20686526,292877695
190558,380186899,-139583337,187422941,224265968,-10842636,183441221
190567,629438062,10334508,354374607,647528120,56609331,396770200
190576,216996129,-9521932,198771694,165785904,25785903,220784893
190585,95290495,-12181325,97801761,68560953,5965009,97965082
190594,305727729,109452961,346194973,390034203,24146350,355455200
190600,367869303,83804207,209493147,552655343,45086964,254337338
190619,67799808,54934923,157484440,110172707,9847913,171911478
190628,127692101,9398386,196955603,115044548,15039125,205353067
190637,183270570,12839970,177353460,216346760,-11711506,189601547
190646,181677097,60544533,110117277,256396175,4514326,148695248
190655,107958544,-8306631,165215440,116663416,-4212112,187632083
190664,363700189,46108865,284668865,395157494,-15736200,312247549
190673,25677522,23382794,137451836,39955875,11538273,152863120
190682,67422672,4979868,25690458,178268293,6773150,44833818
190691,120312659,27521058,115349808,142420911,-5620751,123473197
190707,,,,,,
190716,,,,,,
190725,,,,,,
190734,,,,,,
190761,,,,,,
190770,,,,,,
190840,78429287,1956148,68978671,85629824,-3352509,68453881
190956,,,,,,
190974,,,,,,
190983,,,,,,
191083,64044042,-6706447,128592852,74927228,-10983733,129137951
191126,76819149,102498571,186761913,90974170,107871144,187651332
191199,15694794,33439908,63298347,23830293,35173389,51272597
191205,,,,,,
191241,,,,,,
191287,,,,,,
191302,13909876,11083486,24441326,14697738,11241726,25422987
191311,,,,,,
191320,,,,,,
191339,14389692,31654017,46927531,16412032,30592244,45179544
191384,,,,,,
191393,,,,,,
191515,,,,,,
191533,,,,,,
191597,,,,,,
191612,37097829,10352910,39845298,40883541,7116229,40823008
191621,,,,,,
191630,,,,,,
191649,,,,,,
191676,,,,,,
191719,147242121,32785536,125987889,166618214,33144806,120640886
191728,,,,,,
191764,,,,,,
191834,,,,,,
191931,,,,,,
191940,,,,,,
191959,,,,,,
191968,,,,,,
191986,51535807,37819227,40698346,51185262,42022907,41527386
192004,,,,,,
192022,32158896,5675338,39279750,35769097,4515350,43062190
192040,,,,,,
192110,,,,,,
192156,,,,,,
192165,,,,,,
192192,,,,,,
192244,,,,,,
192271,,,,,,
192323,,,,,,
192439,,,,,,
192448,,,,,,
192457,,,,,,
192475,,,,,,
192484,,,,,,
192509,,,,,,
192536,,,,,,
192554,,,,,,
192563,,,,,,
192624,,,,,,
192688,,,,,,
192703,,,,,,
192712,,,,,,
192749,,,,,,
192785,,,,,,
192800,,,,,,
192819,,,,,,
192828,,,,,,
192864,,,,,,
192925,,,,,,
192961,,,,,,
192970,,,,,,
192998,,,,,,
193016,,,,,,
193052,,,,,,
193061,,,,,,
193070,,,,,,
193122,,,1312696,,,1281505
193186,,,,,,
193201,,,,,,
193247,,,,,,
193265,,,,,,
193283,53221252,16747124,75237418,64776812,13638836,85643803
193292,,,,,,
193308,,,,,,
193317,,,,,,
193326,111745916,66862085,159588925,120300316,65539069,161863119
193353,,,,,,
193380,,,,,,
193399,,,,,,
193405,,,,,,
193478,443296657,-253681995,202794493,463582461,-256916203,205220798
193584,,,,,,
193609,,,,,,
193645,,,,,,
193654,,,,,,
193672,,,,,,
193751,,,,,,
193760,,,,,,
193788,,,,,,
193821,,,,,,
193830,,,,,,
193858,,,,,,
193894,,,,,,
193900,,,,,,
193946,65963272,-8461771,59272374,68887619,-1133611,65398877
193973,,,,,,
193991,,,,,,
194028,3235757,4108736,18907979,4732362,4560411,15879856
194073,,,,,,
194091,,,,,,
194116,,,,,,
194161,,,,,,
194189,,,,,,
194204,,,,,,
194222,117030609,21234679,91952886,136097004,17641092,97021980
194240,128499095,1791575,64754715,135630660,-3368546,69831196
194259,,,315005,,,234470
194310,,,,,,
194392,,,,,,
194435,,,,,,
194453,,,,,,
194499,,,,,,
194541,,,,,,
194569,,,,,,
194578,,,,,,
194611,,,,,,
194657,,,,,,
194666,,,,,,
194675,,,,,,
194693,,,,,,
194718,,,,,,
194736,,,,,,
194763,,,,,,
194824,,,,,,
194879,,,,,,
194958,,,,,,
194967,,,,,,
195003,,,,,,
195030,,,,,,
195049,,,,,,
195058,81529270,-6822113,63956010,88961151,-13770860,66838745
195067,,,,,,
195128,,,,,,
195155,,,,,,
195164,,,,,,
195173,,,,,,
195191,,,,,,
195216,,,,,,
195234,,,,,,
195243,,,,,,
195289,,,,,,
195304,,,,,,
195322,40790590,-1222110,35074091,44468218,-1097361,35598432
195429,,,,,,
195438,,,,,,
195474,,,,,,
195492,,,,,,
195526,,,,,,
195544,,,,,,
195571,,,,,,
195580,,,,,,
195623,,,,,,
195669,,,,,,
195687,,,,,,
195702,,,,,,
195720,,,,,,
195784,,,,,,
195793,,,,,,
195809,,,,,,
195827,1387421940,-683204289,172681624,1822578723,-804161122,201858872
195845,,,,,,
195924,,,,,,
195933,,,,,,
195988,21825296,912350,23509989,24549861,-3935142,24260367
196006,93879598,17006139,78022172,100402845,15613965,82192690
196015,93049314,6319014,56534815,108405723,10551308,60283408
196024,83683672,15310175,57508908,93125982,17801853,59875881
196033,80710321,15222387,63708248,97465137,14730023,64335872
196042,175997410,-8174778,104236889,184079472,-7255909,104245448
196051,97955967,17334962,77926291,110245874,15745408,80642170
196060,535756225,98801483,674224216,679135521,82911954,735821273
196079,606314233,141586512,396571418,710520150,158529676,389325662
196088,1099144049,-57724356,882748590,1256681215,-61029404,928413436
196097,1769595819,351554174,1860703338,1875701107,297628501,1911155059
196103,108104663,-3084422,73929441,116818202,-6445935,74500676
196112,126566734,-44828114,54337230,154601474,-43272037,50874512
196121,217932216,-662891,153166283,273843442,8966202,164549109
196130,250307648,12123373,233786549,316387947,-4642007,236935718
196149,200451745,19512349,140268980,221928006,14917584,148638148
196158,173007275,33230853,124545960,187871110,40906801,126307369
196167,184666721,30007118,115350384,199192703,22703337,119629600
196176,257152015,1055643,155091803,278115245,-8662482,162391248
196185,182566183,26747139,135370296,211272779,15228602,139391241
196194,258972108,33218757,162782454,283949633,28125677,173451013
196200,134387593,-5173693,101934135,158183877,-13495204,104415424
196219,161888341,40794375,112552507,180300615,33921373,117906703
196228,57765634,68750350,41686724,63894169,63078062,44145099
196237,157991056,598202,75400456,185181383,3307895,80244286
196246,161139304,7922976,129261666,184392961,7737028,136466354
196255,804508694,-75987701,879906445,1279558276,-319186252,876643030
196264,83253862,-6918307,109302295,92287912,-25866685,117258231
196291,96022015,8408767,53125719,108495855,11432731,58710005
196307,840130878,-32070857,768490769,926091758,-104420645,775617044
196389,,,,,,
196413,,,,,,
196431,,,,,,
196440,,,,,,
196468,,,,,,
196477,,,,,,
196565,42736077,15403526,44156243,45346088,13425159,43170643
196583,,,,,,
196592,,,,,,
196653,,,,,,
196680,,,,,,
196699,37866843,-12116710,32387034,37631769,-12283554,31923310
196857,,,,,,
196866,,,,,,
196884,,,,,,
197018,,,,,,
197027,,,78491182,,,81546697
197036,,,359335600,,,346678898
197045,,,,,,
197081,,,,,,
197133,,,,,,
197142,,,,,,
197151,,,,,,
197197,,,,,,
197221,,,,,,
197230,,,,,,
197285,,,,,,
197294,178670798,31821210,136306609,186590913,22723378,137237579
197337,,,,,,
197522,,,,,,
197531,,,,,,
197601,,,,,,
197610,,,,,,
197647,,,,,,
197674,,,,,,
197692,,,,,,
197708,,,,,,
197735,,,,,,
197744,,,,,,
197814,1463642,41282162,26650583,1427797,42048481,24787544
197832,,,,,,
197850,1485393,22497073,23324719,1423476,22953746,23726659
197869,240866324,364325076,354555349,291802392,381048555,375011027
197887,5035658,74055878,56596020,5799396,72896992,62142534
197911,,,,,,
197966,968105,17008527,18938682,1060746,17479256,19649293
197984,,,,,,
197993,,,,,,
198011,823938,9294396,15644763,724198,8944434,15683663
198039,1360693,30941744,40203229,1403570,31892853,23541678
198066,,,,,,
198075,,,,,,
198084,846745,45341670,20875825,951573,44726879,19470929
198109,,,,,,
198118,2483429,40296639,39621862,6855196,42272831,44844534
198136,,,,,,
198154,4681224,117855247,70370524,10528375,139790663,95853334
198190,,,,,,
198206,1447753,26001842,17369759,1416020,25920957,18432944
198215,,,,,,
198233,3689173,47371437,46945515,4263468,50256600,51041102
198242,,,,,,
198251,4150558,40420145,45601424,3580569,42561113,49979709
198260,22679699,287293320,163052955,23854589,294277351,162554401
198303,,,,,,
198321,2403714,23274392,30413375,2363856,23725439,32559908
198330,2253850,34768258,37440498,1533672,36963634,40374408
198367,2136604,38030198,28398363,2336654,37507733,31500167
198376,3448252,36184590,37619916,3146744,36807777,41893320
198385,,,,,,
198419,,,,,,
198455,2784159,44797882,42202764,4133498,41400258,46074746
198464,292414853,801748653,762201830,266051644,861499252,811996108
198491,2350092,19949705,25991211,1596222,20764822,29507663
198507,28957049,119840256,94023152,43410898,135144389,100506992
198516,,,,,,
198525,,,,,,
198534,4572180,91385718,91384022,5289681,93974319,93572155
198543,14157620,121275634,119868550,12114214,124248719,113526779
198552,5508499,69932962,75697517,6864929,99369195,106198562
198561,,,,,,
198570,4144954,68045536,61669865,3730081,72642907,60209658
198598,,,,,,
198613,,,,,,
198622,5154422,176743441,114701187,6036613,196335062,136233475
198631,,,,,,
198640,1094074,15945842,18033305,915434,16210152,18729186
198668,1372527,33623405,23498877,1405538,38646632,27196032
198677,,,,,,
198695,,,,,,
198710,1693753,35151792,26588497,1674174,36448104,27570198
198729,1163868,10764518,15285052,1110861,10781316,16600567
198747,,,,,,
198756,,,,,,
198774,4949248,51881645,40775193,3947896,56100821,42911826
198808,,,,,,
198817,2008420,34632747,33775573,1919859,35388194,35984142
198835,,,,,,
198844,,,,,,
198862,,,,,,
198871,,,,,,
198899,,,,,,
198905,465567,9831881,10118446,501584,9834540,9293792
198914,946110,15111665,17062340,937576,15073654,15969555
198923,1508777,9643345,15409486,1468590,9849021,15603081
198941,,,,,,
198950,,,,,,
198969,,,,,,
198978,,,,,,
198987,1852929,39590609,28361269,1854765,46308380,36675334
198996,,,,,,
199005,,,,,,
199014,,,,,,
199023,533196,8271752,9646771,539365,8325785,9821690
199032,,,,,,
199069,,,,,,
199078,,,,,,
199087,2277364,21294661,26245393,2142252,19614257,26261746
199102,39642819,358793914,258526605,40270251,371096597,302867211
199111,30651408,164542040,103794864,57816127,182204568,101154650
199120,2791887593,3711597694,2609404892,2937005852,4102958532,2887634646
199139,249074908,730472395,468012859,307345534,806000843,530189015
199148,193338972,581980413,402404345,249773731,640757122,432272611
199157,112378405,220037068,186744222,129840905,227393564,212223498
199175,14212117,138485432,295356195,15041727,138091121,285901384
199184,13715026,106903298,50718996,13218077,110675074,53334717
199193,680405650,1514253038,1223520099,775341096,1629801833,1318220185
199209,,,,,,
199218,262754668,351039403,261158011,288832224,370983978,286520544
199263,367249,8824375,6464343,359158,8664749,6640915
199272,,,,,,
199281,41634935,112694195,120241945,41120806,122444577,124375990
199306,,,,,,
199315,,,,,,
199324,1879015,14668247,24728225,1871638,14600104,24376352
199333,3178073,52224282,60568962,7405066,63753785,80232156
199412,,,,,,
199421,1764222,25347823,24051296,1394235,27280228,27787206
199449,1565564,19847961,19045634,1479004,23041839,25551451
199458,,,,,,
199467,747396,8458585,9885091,495239,8024035,10220809
199476,1751286,25671923,31902801,1616309,26027149,34114367
199485,818531,20380407,21050178,808535,21150417,22412090
199494,27070298,50920214,57154088,25922797,52579751,63641128
